soil_moisture,temperature,humidity,ph,rainfall_mm,ET0,ETc,vpd_proxy,depletion,crop_type_enc,growth_stage_enc,irrigation_label
47.0,18.82,25.29,6.57,175.57,0.5,0.446,14.06,7.09,4,2,1
24.0,30.8,4.14,6.63,81.5,0.5,0.42,29.525,55.22,4,1,3
53.0,17.5,23.41,7.16,36.95,0.5,0.517,13.403,38.4,0,3,1
51.0,20.34,25.4,6.24,169.84,0.5,0.661,15.174,5.16,8,3,1
69.0,22.33,17.47,5.02,97.77,0.5,0.46,18.429,5.96,3,1,0
28.0,31.51,6.96,6.12,181.42,0.5,0.604,29.317,24.92,2,3,1
29.0,28.35,8.3,5.62,147.04,0.5,0.6,25.997,33.12,1,0,2
8.0,23.06,16.48,5.96,69.66,0.5,0.383,19.26,74.3,0,2,4
26.0,23.5,14.3,5.67,107.99,0.5,0.42,20.139,46.12,2,1,2
5.0,35.88,4.84,5.51,104.23,0.5,0.45,34.143,68.21,0,0,3
22.0,34.67,1.44,7.4,65.82,0.5,0.575,34.171,61.81,8,0,3
4.0,29.74,6.24,5.6,118.6,0.5,0.55,27.884,65.61,6,0,3
43.0,31.52,1.3,6.85,65.45,0.5,0.575,31.11,40.91,3,0,2
9.0,18.09,46.55,6.38,38.21,0.5,0.6,9.669,82.26,5,0,4
17.0,27.52,5.82,7.8,101.15,0.5,0.525,25.918,57.22,2,0,3
42.0,31.44,2.76,7.21,114.42,0.5,0.661,30.572,29.01,8,3,1
10.0,25.42,4.75,6.76,197.4,0.5,0.525,24.213,38.44,2,0,2
65.0,35.44,4.32,5.79,101.6,0.5,0.604,33.909,9.3,2,3,0
90.0,25.69,8.77,5.98,95.71,0.5,0.489,23.437,0.0,3,2,0
87.0,16.96,30.46,7.17,187.17,0.5,0.51,11.794,0.0,1,2,0
40.0,16.14,22.11,6.4,49.51,0.5,0.69,12.571,48.46,5,3,2
58.0,29.31,6.14,6.42,84.63,0.5,0.525,27.51,20.64,2,0,1
63.0,25.53,16.22,6.47,87.51,0.5,0.604,21.389,15.07,7,3,1
19.0,18.08,42.18,6.56,41.45,0.5,0.446,10.454,71.01,2,2,4
86.0,27.1,7.45,6.66,41.17,0.5,0.604,25.081,4.48,7,3,0
20.0,17.2,30.28,7.12,189.97,0.5,0.36,11.992,30.01,0,1,2
84.0,31.47,2.79,7.41,112.54,0.5,0.36,30.592,0.0,0,1,0
48.0,32.72,2.43,7.5,73.59,0.5,0.446,31.925,33.4,4,2,2
63.0,30.25,6.07,6.51,54.6,0.5,0.525,28.414,23.69,4,0,1
18.0,27.18,3.27,6.06,49.14,0.5,0.42,26.291,69.89,2,1,3
56.0,26.62,3.91,7.3,42.96,0.5,0.42,25.579,33.54,4,1,1
44.0,27.85,9.69,5.67,103.68,0.5,0.446,25.151,29.34,7,2,1
68.0,20.04,14.43,6.75,115.82,0.5,0.51,17.148,2.25,1,2,0
31.0,15.93,19.52,6.17,65.7,0.5,0.661,12.82,53.05,8,3,3
16.0,20.67,18.78,6.95,98.29,0.5,0.661,16.788,59.33,8,3,3
80.0,28.58,8.04,7.57,99.93,0.5,0.46,26.282,0.0,8,1,0
9.0,31.52,4.85,6.16,105.08,0.5,0.36,29.991,63.75,0,1,3
55.0,22.04,14.72,5.25,90.3,0.5,0.383,18.796,21.77,0,2,1
33.0,19.12,24.22,6.13,23.5,0.5,0.51,14.489,61.98,1,2,3
14.0,25.8,13.56,6.82,88.68,0.5,0.661,22.302,63.9,8,3,3
10.0,25.46,9.13,6.11,98.01,0.5,0.525,23.136,65.06,7,0,3
67.0,22.2,15.06,6.44,96.28,0.5,0.575,18.857,8.65,3,0,0
19.0,22.86,13.94,6.66,102.65,0.5,0.55,19.673,54.88,6,0,3
55.0,18.74,31.96,7.59,245.15,0.5,0.51,12.751,0.0,1,2,1
39.0,30.66,4.8,6.22,49.29,0.5,0.604,29.188,49.31,2,3,2
77.0,31.4,7.16,6.33,166.25,0.5,0.446,29.152,0.0,2,2,0
87.0,17.07,28.38,6.01,22.07,0.5,0.525,12.226,8.4,4,0,0
67.0,20.41,11.83,6.93,172.35,0.5,0.42,17.995,0.0,2,1,0
13.0,29.41,2.8,6.53,109.47,0.5,0.632,28.587,59.26,6,3,3
13.0,16.04,21.46,6.49,71.56,0.5,0.46,12.598,68.98,3,1,3
6.0,33.2,7.0,6.94,192.71,0.5,0.383,30.876,43.34,0,2,2
37.0,16.07,26.89,6.57,24.2,0.5,0.51,11.749,57.79,1,2,2
62.0,27.74,11.73,7.81,80.25,0.5,0.489,24.486,17.73,8,2,1
76.0,22.34,14.71,6.41,103.71,0.5,0.517,19.054,0.0,0,3,0
88.0,17.03,19.08,6.62,45.49,0.5,0.42,13.781,0.87,2,1,0
44.0,30.97,4.7,6.83,89.76,0.5,0.36,29.514,32.86,0,1,2
74.0,21.82,15.49,7.1,110.7,0.5,0.575,18.44,0.0,8,0,0
28.0,36.76,3.97,6.33,99.58,0.5,0.6,35.301,46.83,5,0,2
74.0,30.8,3.14,6.35,119.04,0.5,0.525,29.833,0.0,4,0,0
55.0,22.24,16.61,5.83,108.37,0.5,0.42,18.546,17.02,7,1,1
75.0,32.92,1.28,7.11,67.48,0.5,0.525,32.499,8.24,4,0,0
15.0,32.15,0.59,7.4,62.79,0.5,0.42,31.96,69.23,4,1,3
15.0,17.29,21.48,6.39,58.37,0.5,0.632,13.576,70.95,6,3,4
75.0,30.54,3.35,5.89,119.63,0.5,0.42,29.517,0.0,4,1,0
39.0,14.78,29.08,5.86,104.65,0.5,0.51,10.482,34.24,5,2,2
84.0,21.19,21.9,5.5,95.17,0.5,0.55,16.549,0.0,6,0,0
78.0,36.0,4.77,6.78,88.17,0.5,0.6,34.283,0.0,5,0,0
4.0,16.96,18.84,7.13,50.47,0.5,0.525,13.765,83.79,2,0,4
68.0,30.59,4.43,5.9,86.56,0.5,0.6,29.235,10.32,5,0,0
41.0,27.07,9.62,6.21,119.39,0.5,0.446,24.466,28.14,4,2,1
32.0,16.25,28.38,6.71,20.77,0.5,0.55,11.638,63.81,6,0,3
56.0,27.58,7.08,6.05,157.76,0.5,0.51,25.627,3.02,1,2,1
35.0,27.03,8.98,5.8,74.82,0.5,0.36,24.603,45.86,0,1,2
60.0,31.54,3.86,7.83,83.75,0.5,0.604,30.323,19.08,2,3,1
51.0,33.67,3.56,5.57,98.67,0.5,0.446,32.471,23.69,2,2,1
56.0,17.24,30.34,6.35,181.29,0.5,0.661,12.009,0.0,8,3,1
72.0,29.6,5.35,6.33,209.54,0.5,0.383,28.016,0.0,0,2,0
54.0,29.95,6.67,6.41,56.4,0.5,0.517,27.952,32.19,0,3,1
35.0,27.67,5.49,6.91,108.01,0.5,0.46,26.151,37.22,8,1,2
29.0,17.34,20.24,5.86,69.66,0.5,0.42,13.83,53.39,2,1,3
2.0,15.57,31.96,5.62,107.18,0.5,0.604,10.594,70.8,4,3,4
63.0,29.99,4.81,5.97,100.83,0.5,0.525,28.547,11.31,2,0,1
82.0,13.93,33.12,7.18,129.88,0.5,0.604,9.316,0.0,4,3,0
89.0,31.8,2.35,6.12,100.2,0.5,0.6,31.053,0.0,1,0,0
3.0,19.94,12.08,6.8,174.4,0.5,0.525,17.531,51.6,7,0,3
87.0,24.02,13.69,5.68,111.78,0.5,0.632,20.732,0.0,6,3,0
30.0,28.18,8.0,6.09,114.74,0.5,0.446,25.926,40.38,4,2,2
59.0,31.14,3.68,6.46,43.53,0.5,0.42,29.994,30.39,2,1,1
70.0,20.92,22.88,6.0,120.69,0.5,0.489,16.134,0.0,8,2,0
9.0,27.76,5.96,5.84,96.48,0.5,0.604,26.106,66.67,4,3,3
51.0,32.73,7.54,7.16,192.87,0.5,0.604,30.262,0.0,2,3,1
55.0,22.64,16.33,6.22,21.59,0.5,0.42,18.943,40.27,2,1,1
56.0,32.86,3.64,6.21,195.57,0.5,0.42,31.664,0.0,4,1,1
32.0,24.39,10.43,6.25,48.6,0.5,0.468,21.846,56.15,6,2,3
23.0,29.42,10.84,5.92,72.12,0.5,0.604,26.231,59.19,2,3,3
70.0,30.93,4.71,6.42,57.27,0.5,0.632,29.473,16.24,6,3,1
24.0,28.76,7.33,6.53,81.06,0.5,0.45,26.652,55.41,0,0,3
59.0,32.17,0.7,7.73,70.41,0.5,0.383,31.945,23.1,0,2,1
12.0,18.84,21.72,7.62,40.81,0.5,0.55,14.748,78.44,6,0,4
40.0,19.74,24.25,8.64,70.1,0.5,0.575,14.953,42.66,3,0,2
2.0,21.3,32.42,5.07,231.38,0.5,0.661,14.395,37.68,8,3,2
68.0,35.15,4.17,6.53,62.91,0.5,0.69,33.684,16.87,1,3,1
77.0,27.32,5.97,6.6,113.25,0.5,0.42,25.689,0.0,4,1,0
55.0,27.02,8.37,5.78,72.37,0.5,0.6,24.758,27.11,1,0,1
77.0,18.59,13.78,6.55,188.52,0.5,0.489,16.028,0.0,3,2,0
7.0,18.49,20.31,6.43,65.3,0.5,0.525,14.735,76.82,7,0,4
65.0,29.56,5.36,6.41,164.92,0.5,0.489,27.976,0.0,3,2,0
87.0,17.92,49.74,7.75,37.46,0.5,0.446,9.007,4.08,4,2,0
33.0,19.12,24.22,6.13,23.5,0.5,0.48,14.489,61.91,1,1,3
28.0,35.52,4.17,6.12,75.03,0.5,0.48,34.039,53.1,1,1,3
27.0,25.81,15.12,7.65,76.33,0.5,0.525,21.908,53.87,2,0,3
67.0,25.67,17.2,6.05,105.47,0.5,0.468,21.255,5.92,6,2,0
15.0,30.2,5.5,6.79,80.36,0.5,0.69,28.539,65.2,1,3,3
79.0,21.03,17.38,4.95,92.85,0.5,0.36,17.375,0.0,0,1,0
14.0,24.06,12.16,6.77,58.29,0.5,0.48,21.134,71.59,1,1,4
40.0,17.91,30.8,5.95,119.64,0.5,0.604,12.394,29.46,7,3,1
76.0,23.26,14.38,6.75,22.52,0.5,0.44,19.915,19.07,6,1,1
4.0,17.74,25.74,6.7,161.89,0.5,0.46,13.174,53.79,3,1,3
75.0,33.28,3.72,5.92,99.72,0.5,0.468,32.042,0.0,6,2,0
28.0,25.31,7.62,7.63,49.39,0.5,0.489,23.381,59.99,3,2,3
23.0,21.74,18.32,6.12,22.69,0.5,0.517,17.757,72.22,0,3,3
15.0,29.49,5.61,6.16,102.56,0.5,0.604,27.836,59.04,7,3,3
54.0,25.91,4.38,6.99,203.4,0.5,0.383,24.775,0.0,0,2,1
59.0,31.14,3.68,6.46,43.53,0.5,0.604,29.994,30.85,2,3,1
36.0,18.27,27.62,6.7,186.69,0.5,0.489,13.224,15.22,8,2,1
19.0,29.15,7.82,5.7,110.58,0.5,0.525,26.87,52.69,4,0,3
1.0,31.8,3.94,5.81,99.21,0.5,0.6,30.547,73.93,5,0,4
29.0,26.9,3.59,6.66,52.56,0.5,0.383,25.934,57.88,0,2,3
28.0,32.63,7.67,6.54,168.84,0.5,0.604,30.127,28.28,7,3,1
50.0,25.58,8.16,6.36,150.2,0.5,0.489,23.493,10.99,3,2,1
54.0,26.16,9.66,6.13,74.08,0.5,0.446,23.633,27.27,4,2,1
58.0,21.12,22.58,6.9,200.83,0.5,0.69,16.351,0.0,1,3,1
90.0,37.17,3.38,5.87,107.32,0.5,0.36,35.914,0.0,0,1,0
79.0,31.42,5.61,6.48,66.7,0.5,0.383,29.657,4.09,0,2,0
79.0,22.32,10.43,6.95,48.84,0.5,0.661,19.992,9.57,3,3,0
12.0,19.36,21.06,6.37,231.74,0.5,0.604,15.283,27.44,2,3,1
21.0,19.42,20.58,5.94,182.65,0.5,0.446,15.423,31.19,4,2,2
85.0,19.58,24.4,5.84,38.53,0.5,0.489,14.802,5.9,8,2,0
48.0,36.33,4.48,5.98,101.7,0.5,0.446,34.702,25.87,4,2,1
69.0,17.5,29.38,6.45,24.35,0.5,0.45,12.358,25.6,0,0,1
37.0,33.94,1.86,6.58,70.89,0.5,0.42,33.309,45.06,7,1,2
62.0,17.83,16.26,5.56,178.81,0.5,0.6,14.931,0.0,5,0,1
48.0,14.86,33.3,6.07,152.98,0.5,0.48,9.912,12.22,1,1,1
74.0,26.12,9.0,4.52,46.19,0.5,0.69,23.769,15.35,1,3,1
62.0,35.24,2.96,6.39,108.76,0.5,0.525,34.197,10.18,2,0,1
5.0,32.51,8.38,6.83,80.98,0.5,0.446,29.786,74.43,4,2,4
24.0,30.17,6.1,6.04,44.08,0.5,0.46,28.33,65.34,3,1,3
76.0,19.38,23.52,6.16,21.97,0.5,0.632,14.822,19.7,6,3,1
86.0,18.34,27.06,5.71,81.6,0.5,0.42,13.377,0.0,2,1,0
65.0,22.6,16.02,5.79,86.22,0.5,0.661,18.979,13.56,8,3,0
82.0,18.6,25.58,7.12,166.22,0.5,0.46,13.842,0.0,8,1,0
56.0,24.21,10.51,6.87,53.14,0.5,0.383,21.666,30.72,0,2,1
51.0,32.87,3.14,5.7,102.46,0.5,0.69,31.838,23.28,5,3,1
73.0,31.18,4.29,6.55,46.06,0.5,0.575,29.842,16.1,3,0,1
37.0,30.0,6.15,6.42,53.79,0.5,0.6,28.155,50.09,1,0,2
75.0,23.79,16.23,5.89,52.08,0.5,0.446,19.929,12.17,4,2,0
12.0,22.8,16.25,6.04,29.87,0.5,0.446,19.095,81.12,4,2,4
76.0,23.01,18.54,6.14,98.82,0.5,0.604,18.744,0.0,7,3,0
17.0,25.88,8.72,6.47,57.52,0.5,0.661,23.623,69.25,3,3,3
68.0,21.3,16.26,6.59,110.96,0.5,0.46,17.837,3.43,8,1,0
62.0,27.74,11.73,7.81,80.25,0.5,0.383,24.486,17.46,0,2,1
64.0,15.02,28.05,5.7,108.34,0.5,0.48,10.807,8.18,5,1,1
81.0,22.62,16.29,6.16,20.89,0.5,0.575,18.935,14.84,3,0,0
77.0,18.59,13.78,6.55,188.52,0.5,0.69,16.028,0.0,5,3,0
13.0,20.1,23.12,5.82,117.61,0.5,0.446,15.453,56.61,7,2,3
88.0,17.03,19.08,6.62,45.49,0.5,0.42,13.781,0.87,4,1,0
76.0,30.34,5.56,5.27,71.63,0.5,0.489,28.653,6.04,8,2,0
68.0,25.98,12.61,6.75,95.43,0.5,0.489,22.704,7.66,8,2,0
73.0,15.84,20.6,5.54,68.69,0.5,0.46,12.577,9.75,8,1,0
76.0,19.53,27.56,7.51,35.75,0.5,0.525,14.148,15.74,2,0,1
50.0,14.32,33.29,7.26,159.32,0.5,0.517,9.553,8.62,0,3,1
85.0,20.3,25.64,6.74,181.28,0.5,0.48,15.095,0.0,5,1,0
52.0,26.06,8.85,6.82,59.84,0.5,0.51,23.754,33.25,5,2,1
12.0,25.04,17.96,6.16,102.09,0.5,0.46,20.543,61.81,8,1,3
19.0,18.29,18.05,6.91,108.23,0.5,0.517,14.989,53.3,0,3,3
7.0,29.96,2.06,7.33,61.84,0.5,0.604,29.343,77.95,2,3,4
9.0,30.56,5.71,6.77,57.45,0.5,0.446,28.815,76.73,4,2,4
44.0,29.02,6.0,5.72,148.84,0.5,0.48,27.279,17.33,5,1,1
7.0,32.87,3.78,6.44,94.31,0.5,0.525,31.628,69.05,2,0,3
39.0,20.45,19.47,6.39,91.1,0.5,0.6,16.468,38.1,1,0,2
75.0,15.87,21.07,5.56,67.92,0.5,0.525,12.526,8.12,7,0,0
85.0,20.76,21.09,6.13,23.28,0.5,0.46,16.382,9.91,3,1,0
72.0,17.84,18.75,5.54,67.24,0.5,0.69,14.495,11.72,1,3,0
42.0,16.81,18.81,6.46,56.53,0.5,0.468,13.648,44.03,6,2,2
51.0,20.34,25.4,6.24,169.84,0.5,0.525,15.174,4.82,7,0,1
8.0,23.16,18.11,5.4,100.22,0.5,0.525,18.966,66.47,4,0,3
16.0,28.86,7.0,6.13,44.21,0.5,0.51,26.84,73.43,5,2,4
89.0,27.35,6.89,6.2,99.47,0.5,0.48,25.466,0.0,1,1,0
49.0,25.37,11.4,7.35,70.8,0.5,0.489,22.478,33.26,3,2,2
12.0,26.0,9.04,5.5,41.06,0.5,0.6,23.65,78.5,5,0,4
86.0,14.13,31.65,5.82,109.07,0.5,0.604,9.658,0.0,2,3,0
52.0,29.6,6.02,6.32,73.77,0.5,0.525,27.818,29.55,2,0,1
28.0,31.51,6.96,6.12,181.42,0.5,0.632,29.317,24.99,6,3,1
76.0,25.89,11.82,6.75,65.54,0.5,0.489,22.83,7.67,3,2,0
47.0,16.09,21.85,6.91,40.53,0.5,0.51,12.574,43.42,1,2,2
70.0,27.32,9.06,7.99,116.76,0.5,0.525,24.845,0.04,4,0,0
46.0,29.16,10.16,7.28,176.9,0.5,0.517,26.197,7.91,0,3,1
16.0,20.5,11.7,6.77,88.13,0.5,0.45,18.102,61.52,0,0,3
30.0,23.24,14.6,6.56,20.76,0.5,0.446,19.847,65.55,7,2,3
40.0,21.66,25.72,6.24,240.08,0.5,0.69,16.089,0.0,1,3,1
57.0,35.55,5.14,5.7,60.95,0.5,0.661,33.723,28.33,3,3,1
10.0,28.56,7.42,6.11,73.7,0.5,0.48,26.441,71.46,1,1,4
76.0,19.38,23.52,6.16,21.97,0.5,0.525,14.822,19.43,7,0,1
67.0,30.1,4.72,6.06,112.92,0.5,0.632,28.679,4.33,6,3,0
11.0,19.6,22.42,6.6,194.27,0.5,0.489,15.206,38.19,3,2,2
40.0,17.91,30.8,5.95,119.64,0.5,0.661,12.394,29.61,3,3,1
82.0,18.6,25.58,7.12,166.22,0.5,0.525,13.842,0.0,7,0,0
41.0,20.6,21.21,6.09,190.42,0.5,0.525,16.231,9.31,7,0,1
35.0,33.74,3.44,6.46,108.4,0.5,0.46,32.579,37.12,3,1,2
4.0,17.17,17.43,6.39,172.48,0.5,0.446,14.177,50.92,4,2,3
73.0,25.5,9.05,5.67,93.75,0.5,0.632,23.192,3.47,6,3,0
62.0,22.27,15.22,6.78,92.26,0.5,0.604,18.881,14.8,2,3,1
35.0,33.42,2.9,6.24,175.93,0.5,0.575,32.451,19.31,3,0,1
40.0,18.59,22.5,7.8,40.75,0.5,0.69,14.407,50.81,1,3,2
31.0,22.64,16.92,6.29,35.73,0.5,0.661,18.809,61.08,3,3,3
4.0,31.33,5.32,6.93,41.88,0.5,0.446,29.663,85.9,4,2,4
42.0,33.45,3.68,4.83,180.9,0.5,0.604,32.219,11.05,4,3,1
71.0,32.08,3.5,6.24,109.98,0.5,0.525,30.957,0.85,4,0,0
81.0,16.83,30.78,7.23,169.42,0.5,0.42,11.65,0.0,4,1,0
2.0,14.23,32.85,7.19,136.73,0.5,0.632,9.555,62.96,6,3,3
45.0,30.62,3.66,5.52,113.98,0.5,0.6,29.499,25.97,5,0,1
26.0,24.17,12.02,6.9,47.72,0.5,0.604,21.265,62.73,4,3,3
38.0,15.8,32.03,6.31,154.82,0.5,0.525,10.739,21.84,2,0,1
87.0,17.74,18.88,6.21,73.03,0.5,0.42,14.391,0.0,7,1,0
41.0,26.81,7.18,6.2,145.06,0.5,0.69,24.885,21.87,1,3,1
35.0,19.85,23.16,6.35,20.21,0.5,0.46,15.253,60.74,8,1,2
65.0,27.35,6.02,6.73,115.57,0.5,0.468,25.704,5.21,6,2,0
39.0,25.65,11.43,5.56,133.19,0.5,0.46,22.718,26.47,8,1,1
62.0,20.63,11.96,6.91,87.53,0.5,0.42,18.163,15.6,4,1,1
81.0,17.98,17.68,6.3,104.67,0.5,0.69,14.801,0.0,1,3,0
1.0,26.26,4.88,7.87,107.09,0.5,0.51,24.979,71.59,1,2,4
2.0,32.38,3.42,5.67,180.65,0.5,0.46,31.273,50.76,3,1,3
49.0,26.36,11.99,7.24,197.64,0.5,0.632,23.199,0.0,6,3,1
29.0,28.32,10.68,6.49,191.45,0.5,0.661,25.295,21.37,3,3,1
19.0,29.15,7.82,5.7,110.58,0.5,0.575,26.87,52.82,8,0,3
10.0,28.56,7.42,6.11,73.7,0.5,0.525,26.441,71.57,2,0,4
27.0,17.33,17.28,5.56,156.67,0.5,0.36,14.335,31.93,0,1,2
75.0,26.04,4.62,6.75,119.27,0.5,0.55,24.837,0.0,6,0,0
1.0,35.03,2.74,6.38,65.51,0.5,0.42,34.07,82.5,4,1,4
21.0,29.58,6.19,7.39,61.33,0.5,0.632,27.749,64.15,6,3,3
29.0,18.48,14.16,6.42,224.59,0.5,0.44,15.863,11.94,6,1,1
57.0,29.23,6.47,6.31,46.06,0.5,0.525,27.339,31.97,4,0,1
75.0,26.04,4.62,6.75,119.27,0.5,0.42,24.837,0.0,7,1,0
24.0,19.46,24.42,5.74,124.98,0.5,0.604,14.708,44.03,2,3,2
19.0,18.29,18.05,6.91,108.23,0.5,0.489,14.989,53.23,3,2,3
46.0,15.77,20.81,6.12,71.18,0.5,0.42,12.488,35.98,2,1,2
52.0,30.71,3.4,6.23,110.98,0.5,0.42,29.666,19.32,7,1,1
30.0,31.95,3.66,6.84,172.4,0.5,0.69,30.781,25.55,5,3,1
67.0,18.96,20.93,7.01,52.6,0.5,0.446,14.992,20.03,7,2,1
84.0,21.04,20.38,6.38,21.75,0.5,0.446,16.752,11.29,2,2,0
33.0,35.55,5.12,6.25,91.76,0.5,0.69,33.73,44.15,1,3,2
45.0,15.38,26.34,5.87,105.36,0.5,0.46,11.329,27.93,3,1,1
8.0,17.53,22.4,5.78,108.32,0.5,0.42,13.603,64.04,4,1,3
50.0,26.52,14.83,8.26,77.82,0.5,0.604,22.587,30.67,2,3,1
81.0,32.99,2.55,7.22,69.29,0.5,0.525,32.149,1.75,7,0,0
35.0,29.36,6.42,5.83,121.66,0.5,0.51,27.475,33.69,5,2,2
7.0,29.96,2.06,7.33,61.84,0.5,0.661,29.343,78.09,8,3,4
16.0,29.15,5.75,5.83,224.83,0.5,0.575,27.474,25.21,8,0,1
11.0,26.97,9.33,6.46,104.71,0.5,0.46,24.454,62.1,3,1,3
51.0,19.44,24.48,5.51,149.74,0.5,0.575,14.681,10.33,3,0,1
2.0,19.66,24.32,8.62,63.92,0.5,0.42,14.879,81.93,7,1,4
60.0,19.02,23.64,7.2,53.02,0.5,0.69,14.524,27.52,5,3,1
85.0,28.99,2.84,7.02,111.78,0.5,0.42,28.167,0.0,7,1,0
35.0,33.83,3.5,6.52,78.97,0.5,0.383,32.646,44.8,0,2,2
71.0,31.06,3.86,6.1,104.48,0.5,0.525,29.861,2.33,7,0,0
82.0,17.49,17.14,5.86,205.55,0.5,0.6,14.492,0.0,5,0,0
40.0,21.66,25.72,6.24,240.08,0.5,0.383,16.089,0.0,0,2,1
73.0,31.28,5.07,7.16,106.28,0.5,0.48,29.694,0.0,1,1,0
8.0,25.92,10.39,5.74,112.19,0.5,0.489,23.227,63.17,3,2,3
15.0,32.82,0.85,6.51,69.46,0.5,0.45,32.541,67.52,0,0,3
70.0,15.5,28.49,6.32,122.23,0.5,0.661,11.084,0.0,8,3,0
39.0,18.38,22.28,6.71,37.31,0.5,0.525,14.285,52.32,4,0,2
49.0,20.13,23.91,7.21,35.03,0.5,0.48,15.317,42.82,1,1,2
90.0,26.08,4.79,6.58,88.47,0.5,0.36,24.831,0.0,0,1,0
24.0,26.84,8.52,5.61,74.2,0.5,0.51,24.553,57.4,1,2,3
36.0,34.3,2.76,5.92,129.01,0.5,0.604,33.353,30.95,4,3,2
7.0,18.49,20.31,6.43,65.3,0.5,0.575,14.735,76.95,3,0,4
29.0,22.33,17.01,6.88,38.34,0.5,0.446,18.532,61.85,2,2,3
15.0,17.11,53.95,6.74,41.77,0.5,0.468,7.879,74.98,6,2,4
47.0,21.84,17.6,6.09,28.71,0.5,0.604,17.996,46.82,2,3,2
67.0,24.4,18.73,5.97,65.44,0.5,0.446,19.83,16.59,4,2,1
36.0,17.9,16.42,7.09,107.2,0.5,0.468,14.961,36.46,6,2,2
33.0,35.55,5.12,6.25,91.76,0.5,0.45,33.73,43.55,0,0,2
73.0,31.28,5.07,7.16,106.28,0.5,0.446,29.694,0.0,4,2,0
40.0,25.21,9.46,7.27,74.14,0.5,0.604,22.825,41.65,2,3,2
9.0,15.48,25.92,6.08,123.6,0.5,0.42,11.468,58.94,2,1,3
61.0,26.54,12.56,7.05,91.64,0.5,0.468,23.207,15.62,6,2,1
49.0,26.36,11.99,7.24,197.64,0.5,0.383,23.199,0.0,0,2,1
56.0,32.86,3.64,6.21,195.57,0.5,0.632,31.664,0.0,6,3,1
79.0,22.32,10.43,6.95,48.84,0.5,0.51,19.992,9.19,5,2,0
27.0,18.24,20.76,5.73,65.34,0.5,0.69,14.453,57.22,1,3,3
4.0,29.71,5.29,5.99,107.03,0.5,0.525,28.138,68.64,7,0,3
67.0,24.4,18.73,5.97,65.44,0.5,0.525,19.83,16.78,4,0,1
48.0,31.16,3.76,6.19,90.94,0.5,0.42,29.988,28.69,2,1,1
50.0,25.58,8.16,6.36,150.2,0.5,0.48,23.493,10.97,1,1,1
42.0,19.31,23.17,6.28,97.79,0.5,0.489,14.836,33.03,8,2,2
15.0,30.9,4.5,5.76,191.77,0.5,0.42,29.509,34.68,7,1,2
48.0,18.97,24.84,6.19,26.31,0.5,0.525,14.258,46.27,4,0,2
54.0,25.91,4.38,6.99,203.4,0.5,0.46,24.775,0.0,8,1,1
44.0,31.74,2.22,7.16,103.57,0.5,0.604,31.035,29.77,2,3,1
29.0,19.25,23.87,6.12,25.16,0.5,0.46,14.655,65.41,3,1,3
68.0,20.04,14.43,6.75,115.82,0.5,0.69,17.148,2.7,5,3,0
5.0,21.18,14.57,6.56,36.12,0.5,0.383,18.094,86.28,0,2,4
55.0,18.78,33.3,6.96,48.34,0.5,0.44,12.526,33.15,6,1,1
44.0,24.75,13.82,6.08,192.43,0.5,0.6,21.33,5.96,5,0,1
74.0,18.42,35.2,6.16,52.51,0.5,0.575,11.936,13.37,8,0,0
15.0,32.82,0.85,6.51,69.46,0.5,0.48,32.541,67.59,1,1,3
46.0,31.09,4.0,6.44,64.23,0.5,0.575,29.846,38.23,8,0,2
72.0,25.44,12.12,5.95,105.4,0.5,0.525,22.357,1.08,7,0,0
74.0,22.74,18.83,5.28,97.39,0.5,0.46,18.458,1.06,3,1,0
4.0,31.2,1.8,6.16,119.39,0.5,0.446,30.638,65.14,4,2,3
39.0,23.76,11.73,6.69,67.06,0.5,0.446,20.973,44.15,4,2,2
3.0,18.4,28.24,6.49,49.94,0.5,0.48,13.204,84.82,1,1,4
57.0,19.28,22.77,6.05,93.53,0.5,0.48,14.89,19.15,1,1,1
8.0,24.42,11.94,6.21,42.01,0.5,0.661,21.504,82.4,3,3,4
31.0,28.62,6.86,6.26,107.77,0.5,0.42,26.657,41.18,4,1,2
32.0,31.88,3.77,5.99,118.26,0.5,0.468,30.678,37.49,6,2,2
48.0,33.08,0.7,7.59,73.45,0.5,0.45,32.848,33.45,0,0,2
20.0,30.65,5.52,6.21,44.21,0.5,0.48,28.958,69.36,5,1,3
22.0,32.92,0.74,7.25,73.4,0.5,0.575,32.676,59.78,3,0,3
63.0,17.22,54.84,6.55,35.7,0.5,0.575,7.777,28.88,3,0,1
20.0,27.16,13.88,7.78,72.94,0.5,0.517,23.39,61.75,0,3,3
71.0,19.05,24.53,6.44,27.28,0.5,0.525,14.377,23.01,7,0,1
77.0,21.2,12.46,5.57,194.9,0.5,0.489,18.558,0.0,3,2,0
13.0,21.11,17.32,6.39,65.9,0.5,0.48,17.454,70.55,1,1,4
70.0,27.32,9.06,7.99,116.76,0.5,0.48,24.845,0.0,5,1,0
14.0,27.8,7.74,6.2,117.62,0.5,0.383,25.648,55.45,0,2,3
67.0,24.82,18.41,7.49,79.46,0.5,0.446,20.251,12.83,2,2,0
7.0,32.87,3.78,6.44,94.31,0.5,0.48,31.628,68.94,5,1,3
57.0,26.74,6.74,6.16,108.55,0.5,0.6,24.938,15.42,5,0,1
46.0,18.99,24.14,6.94,56.48,0.5,0.69,14.406,40.6,1,3,2
