Temperature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Potassium,Phosphorous,Fertilizer_Name
34.0,56.74,38.03,Clay,Mustard,45.92,28.17,62.09,Compost
28.07,52.04,18.92,Silt,Soybean,28.34,36.09,21.33,Urea
26.03,54.99,67.75,Clay,Soybean,56.68,53.96,68.08,Compost
28.08,52.82,49.13,Sandy,Soybean,20.16,18.39,11.36,NPK 20-20-20
26.38,63.46,22.06,Clay,Rice,56.55,34.95,39.82,Compost
24.28,64.68,37.93,Silt,Vegetables,23.97,32.59,37.87,Urea
31.46,65.26,50.53,Silt,Rice,71.96,28.42,35.27,Compost
35.95,49.63,52.99,Clay,Mustard,64.04,46.66,48.57,Compost
24.53,59.77,50.08,Clay,Vegetables,63.93,42.85,40.86,Compost
24.94,59.24,38.93,Alluvial,Lentil,67.06,42.41,44.1,Compost
27.88,72.88,31.52,Clay,Wheat,57.46,62.5,51.49,Compost
30.17,65.8,48.95,Alluvial,Mustard,52.38,30.56,63.79,Compost
22.95,57.02,40.68,Loamy,Soybean,20.36,41.14,48.38,Urea
30.26,54.44,50.31,Silt,Soybean,66.69,42.16,32.57,Compost
28.56,51.81,38.84,Silt,Soybean,64.16,24.54,45.31,Compost
26.22,65.63,54.35,Silt,Wheat,63.68,41.22,26.15,Compost
30.48,59.05,33.6,Sandy,Vegetables,21.93,15.2,22.24,MOP
29.18,62.33,47.2,Clay,Chickpea,58.01,68.38,50.98,Compost
30.42,56.78,51.18,Clay,Lentil,72.73,54.77,40.84,Compost
26.74,61.72,38.86,Silt,Maize,29.62,32.09,54.29,Urea
25.18,51.11,50.79,Clay,Soybean,75.59,39.41,45.69,Compost
35.69,70.96,48.38,Sandy,Wheat,14.63,15.0,12.72,NPK 20-20-20
31.97,65.42,26.64,Sandy,Soybean,16.13,17.1,26.34,MOP
31.88,63.1,58.45,Alluvial,Rice,64.32,48.86,46.32,Compost
32.81,56.73,51.18,Silt,Rice,47.16,45.07,48.52,Compost
31.56,61.08,44.66,Clay,Wheat,58.39,44.75,43.66,Compost
23.19,72.01,37.12,Sandy,Soybean,16.48,7.39,10.1,NPK 20-20-20
32.36,54.19,21.34,Alluvial,Potato,70.06,67.36,47.02,Compost
31.81,55.74,45.48,Clay,Vegetables,57.85,51.2,45.53,Compost
27.07,68.16,44.81,Silt,Potato,53.78,31.9,38.0,Compost
33.66,69.88,48.49,Alluvial,Potato,55.41,58.85,57.52,Compost
30.7,47.25,61.3,Clay,Maize,42.4,59.98,52.63,Compost
36.03,58.03,59.28,Alluvial,Maize,52.28,45.34,66.66,Compost
30.34,64.06,37.19,Clay,Maize,54.02,37.46,56.57,Compost
29.28,64.7,28.19,Silt,Potato,51.5,44.61,39.72,Compost
32.71,59.69,46.14,Silt,Wheat,52.74,50.7,37.63,Compost
30.74,61.54,32.79,Clay,Lentil,51.98,48.09,56.53,Compost
28.77,50.66,58.48,Alluvial,Soybean,75.66,52.6,57.87,Compost
29.57,60.9,22.88,Loamy,Potato,65.36,42.26,55.12,Compost
26.08,60.26,41.83,Sandy,Soybean,21.71,13.07,9.99,NPK 20-20-20
28.35,53.95,46.55,Silt,Vegetables,34.56,50.42,29.76,Urea
31.38,62.16,37.72,Silt,Maize,59.46,45.89,36.68,Compost
27.92,65.22,39.63,Clay,Vegetables,62.54,57.86,50.14,Compost
27.86,45.88,56.41,Sandy,Chickpea,41.91,0.0,14.36,MOP
31.25,58.36,38.72,Clay,Rice,53.46,41.31,38.93,Compost
31.19,52.91,46.01,Sandy,Vegetables,2.46,13.29,22.52,MOP
36.34,64.56,34.47,Clay,Mustard,40.19,34.62,53.24,Compost
28.87,68.72,40.56,Alluvial,Mustard,66.89,45.45,43.54,Compost
25.0,50.0,56.0,Loamy,Sugarcane,11.0,13.0,15.0,NPK 20-20-20
34.14,62.82,39.82,Sandy,Rice,33.78,6.86,14.76,NPK 20-20-20
27.77,59.3,39.6,Silt,Wheat,45.48,43.28,25.01,Compost
28.62,59.26,43.01,Sandy,Wheat,25.48,12.18,18.65,NPK 20-20-20
27.29,60.0,36.34,Silt,Mustard,31.57,49.01,29.8,Urea
30.3,62.34,39.34,Alluvial,Lentil,79.68,64.74,48.13,Compost
34.2,61.51,52.99,Sandy,Vegetables,13.04,16.88,17.71,NPK 20-20-20
30.63,56.2,33.34,Silt,Wheat,37.68,48.65,49.98,Urea
24.1,59.32,33.23,Alluvial,Rice,67.8,35.71,62.5,Compost
23.82,44.82,52.08,Sandy,Mustard,18.79,2.45,13.86,NPK 20-20-20
33.24,58.25,51.58,Sandy,Wheat,12.49,13.97,16.71,NPK 20-20-20
29.7,66.83,38.48,Loamy,Potato,30.51,49.79,26.4,Urea
33.63,61.83,42.2,Silt,Mustard,43.38,28.52,49.65,Compost
26.04,55.24,49.86,Loamy,Mustard,40.26,40.48,44.99,Compost
29.54,61.26,39.78,Loamy,Rice,63.38,42.59,47.09,Compost
28.67,67.35,49.92,Clay,Chickpea,55.08,24.58,41.09,Compost
24.36,63.72,52.39,Loamy,Soybean,51.28,66.67,42.49,Compost
28.05,60.98,42.13,Alluvial,Wheat,76.93,69.41,46.02,Compost
32.33,56.23,38.82,Loamy,Wheat,54.63,23.35,53.28,Compost
25.76,60.94,55.79,Silt,Wheat,63.84,23.77,31.8,Compost
27.29,62.62,52.55,Loamy,Mustard,32.37,35.79,38.56,Urea
26.85,59.84,35.33,Alluvial,Maize,84.99,43.3,49.16,Compost
33.98,59.62,38.6,Loamy,Wheat,71.16,48.96,22.15,Compost
25.24,67.58,42.25,Clay,Chickpea,63.99,39.1,32.53,Compost
36.09,56.17,50.65,Silt,Wheat,64.91,41.04,38.89,Compost
37.09,62.05,56.66,Silt,Mustard,59.39,39.58,22.86,Compost
26.43,64.43,48.5,Sandy,Potato,22.73,9.23,5.86,NPK 20-20-20
28.91,61.57,17.7,Alluvial,Wheat,62.42,46.51,40.0,Compost
29.55,66.91,43.1,Loamy,Maize,72.66,41.61,58.1,Compost
32.41,59.52,52.24,Clay,Chickpea,59.53,42.33,44.89,Compost
26.79,61.13,53.95,Alluvial,Maize,80.55,53.23,45.38,Compost
29.49,63.42,36.39,Sandy,Soybean,23.26,18.77,29.76,MOP
33.65,61.43,59.0,Sandy,Maize,21.1,12.02,1.69,NPK 20-20-20
39.4,50.07,36.47,Sandy,Chickpea,17.09,15.2,21.62,MOP
30.35,64.15,30.85,Silt,Maize,54.88,27.47,46.84,Compost
28.24,58.44,34.34,Loamy,Vegetables,44.86,37.75,33.0,Compost
33.57,66.65,60.56,Alluvial,Maize,50.92,52.04,44.39,Compost
36.13,58.11,41.58,Loamy,Maize,44.57,41.22,54.12,Compost
32.12,54.74,45.63,Alluvial,Chickpea,58.05,55.93,45.42,Compost
30.42,66.77,36.08,Clay,Wheat,47.26,42.79,62.65,Compost
30.84,68.11,42.29,Loamy,Lentil,59.6,42.7,51.97,Compost
26.17,59.17,29.33,Sandy,Lentil,5.59,16.93,22.29,MOP
28.83,53.29,45.93,Clay,Chickpea,62.31,65.8,47.02,Compost
24.91,59.13,41.03,Sandy,Vegetables,25.62,8.67,13.36,NPK 20-20-20
29.43,54.09,46.86,Sandy,Maize,26.25,15.43,17.67,NPK 20-20-20
31.36,56.28,38.97,Clay,Wheat,54.53,47.43,44.86,Compost
36.5,56.16,63.24,Sandy,Wheat,24.09,12.19,13.3,NPK 20-20-20
32.58,60.56,35.19,Alluvial,Wheat,66.22,57.89,45.74,Compost
30.0,62.92,45.73,Alluvial,Rice,51.77,67.66,60.38,Compost
31.71,60.96,49.68,Loamy,Maize,52.81,14.9,29.08,MOP
29.49,49.28,34.25,Sandy,Chickpea,15.13,13.83,14.32,NPK 20-20-20
28.96,61.23,41.17,Loamy,Rice,47.27,30.08,45.91,Compost
37.56,54.58,38.09,Clay,Chickpea,73.17,38.82,45.31,Compost
30.76,42.91,29.18,Alluvial,Rice,54.26,41.67,42.85,Compost
29.58,51.02,34.37,Clay,Potato,66.06,56.49,35.75,Compost
34.61,60.86,37.18,Alluvial,Rice,73.03,55.03,55.87,Compost
34.5,53.23,47.46,Clay,Vegetables,49.51,58.64,41.35,Compost
33.79,48.96,53.83,Sandy,Mustard,7.94,15.65,11.33,NPK 20-20-20
28.38,65.5,76.66,Alluvial,Lentil,56.8,39.72,42.83,Compost
32.46,56.45,41.04,Clay,Rice,58.57,32.23,49.0,Compost
31.01,63.87,43.5,Silt,Vegetables,90.16,35.11,39.6,Compost
25.11,66.64,34.54,Alluvial,Vegetables,75.1,43.01,39.48,Compost
23.24,50.99,49.19,Alluvial,Rice,55.74,38.68,52.47,Compost
36.22,58.25,51.14,Clay,Lentil,68.47,40.88,45.11,Compost
29.52,55.92,31.07,Clay,Chickpea,55.45,46.78,53.93,Compost
30.09,54.0,46.59,Sandy,Chickpea,11.97,5.65,7.89,NPK 20-20-20
27.97,51.95,48.5,Clay,Mustard,65.84,43.12,60.52,Compost
25.38,57.72,28.76,Clay,Chickpea,49.62,52.33,49.57,Compost
34.73,58.19,73.45,Alluvial,Vegetables,80.57,56.98,39.97,Compost
36.58,57.1,49.72,Sandy,Soybean,22.17,18.71,17.19,NPK 20-20-20
28.95,54.21,46.64,Silt,Soybean,61.52,34.39,43.5,Compost
34.72,52.7,30.6,Clay,Vegetables,49.41,43.16,36.73,Compost
28.99,55.03,46.28,Clay,Potato,63.6,24.21,40.9,Compost
27.84,54.36,33.17,Sandy,Soybean,28.19,16.52,13.75,NPK 20-20-20
32.15,52.25,40.95,Loamy,Mustard,69.4,52.68,55.89,Compost
36.6,57.09,44.02,Silt,Soybean,40.0,34.62,26.26,Compost
32.97,62.55,39.48,Alluvial,Rice,56.98,43.45,58.94,Compost
30.4,53.53,37.45,Clay,Soybean,54.28,43.32,44.48,Compost
31.1,61.05,40.42,Alluvial,Maize,66.98,36.47,48.22,Compost
28.22,50.94,59.02,Sandy,Wheat,30.25,4.54,21.95,MOP
25.78,58.08,38.59,Alluvial,Maize,58.23,60.76,50.49,Compost
25.75,56.66,61.79,Clay,Mustard,62.26,37.5,47.03,Compost
31.46,61.87,30.22,Sandy,Soybean,37.77,17.77,14.71,NPK 20-20-20
28.37,55.49,61.06,Clay,Rice,59.67,36.0,48.28,Compost
31.77,65.44,36.92,Loamy,Potato,57.09,32.48,32.73,Compost
26.81,53.59,55.83,Clay,Rice,71.36,36.38,33.65,Compost
21.68,62.57,39.43,Silt,Maize,53.74,29.26,35.83,Compost
27.29,65.02,47.3,Silt,Vegetables,61.41,34.22,44.37,Compost
26.65,58.51,23.03,Alluvial,Vegetables,93.44,46.58,49.5,Compost
30.45,56.74,32.02,Sandy,Maize,19.36,6.52,10.74,NPK 20-20-20
28.03,61.3,40.17,Silt,Mustard,57.21,51.81,27.12,Compost
27.44,69.78,62.66,Clay,Lentil,55.17,53.2,36.04,Compost
29.76,73.24,36.51,Silt,Wheat,52.93,58.54,30.54,Compost
35.31,64.04,60.75,Sandy,Soybean,41.15,4.87,13.54,MOP
25.56,57.54,28.19,Clay,Wheat,68.23,50.2,45.21,Compost
25.25,64.52,25.84,Alluvial,Lentil,59.65,43.13,52.48,Compost
24.7,66.03,44.62,Silt,Soybean,43.19,38.94,31.94,Compost
29.59,59.96,21.2,Sandy,Mustard,17.9,11.4,11.09,NPK 20-20-20
27.77,56.95,59.62,Silt,Rice,58.67,33.94,46.05,Compost
33.16,59.7,50.95,Loamy,Rice,35.27,31.31,40.86,Urea
27.31,60.89,31.24,Alluvial,Lentil,48.75,43.63,54.61,Compost
26.25,52.63,36.21,Alluvial,Lentil,63.77,52.17,45.8,Compost
25.86,59.87,40.36,Loamy,Wheat,41.02,36.36,34.2,Compost
26.27,48.6,43.28,Clay,Wheat,78.93,32.78,38.17,Compost
32.08,65.15,62.2,Alluvial,Maize,65.76,53.82,61.09,Compost
36.43,60.08,31.55,Clay,Maize,68.8,38.2,44.33,Compost
25.39,53.45,60.81,Sandy,Rice,14.88,10.36,14.27,NPK 20-20-20
28.11,51.71,58.17,Silt,Rice,43.49,50.75,37.48,Compost
25.84,55.07,35.65,Alluvial,Vegetables,48.95,54.18,51.59,Compost
25.8,58.2,29.78,Alluvial,Soybean,66.87,47.69,49.94,Compost
33.54,56.98,36.09,Silt,Lentil,52.21,38.21,28.29,Compost
30.62,53.69,45.02,Clay,Vegetables,68.06,48.23,35.16,Compost
31.56,63.34,45.87,Sandy,Chickpea,11.76,11.31,12.92,NPK 20-20-20
32.58,62.97,57.46,Silt,Soybean,42.65,38.44,37.15,Compost
25.91,60.45,39.89,Silt,Lentil,51.02,32.65,43.48,Compost
31.88,55.79,49.24,Clay,Wheat,60.41,50.77,46.02,Compost
33.2,57.51,34.75,Loamy,Vegetables,65.14,40.53,38.47,Compost
29.44,52.26,45.73,Silt,Maize,38.78,39.97,38.59,Urea
28.07,69.05,46.85,Clay,Maize,57.64,23.27,28.55,Compost
34.83,54.69,29.48,Sandy,Soybean,25.6,5.79,9.81,NPK 20-20-20
23.96,58.27,34.35,Loamy,Chickpea,44.41,45.21,53.28,Compost
28.85,58.27,49.57,Clay,Soybean,65.22,33.16,50.26,Compost
25.97,56.25,55.84,Alluvial,Wheat,65.21,50.95,55.8,Compost
31.63,65.49,50.45,Alluvial,Vegetables,57.53,56.08,38.08,Compost
32.89,66.78,42.48,Alluvial,Rice,70.57,63.73,37.36,Compost
28.73,47.73,42.67,Clay,Lentil,67.73,10.4,37.06,MOP
30.22,59.25,21.63,Clay,Potato,55.87,50.06,42.76,Compost
31.33,58.29,48.8,Loamy,Wheat,51.2,50.88,19.26,Compost
31.85,54.95,49.44,Silt,Soybean,54.02,51.76,49.57,Compost
25.58,64.17,39.52,Silt,Soybean,51.19,45.67,26.23,Compost
26.06,58.91,43.46,Alluvial,Potato,50.67,52.98,58.66,Compost
24.99,65.73,35.75,Clay,Maize,53.52,43.7,48.53,Compost
26.8,55.02,59.0,Loamy,Soybean,55.72,35.48,55.84,Compost
33.93,67.69,33.95,Loamy,Wheat,74.85,46.0,39.84,Compost
29.65,64.24,43.75,Loamy,Soybean,47.64,47.52,46.53,Compost
23.54,64.99,32.5,Loamy,Wheat,53.51,44.19,42.24,Compost
33.69,63.74,49.06,Silt,Lentil,38.93,26.35,27.78,Urea
30.25,49.34,51.37,Sandy,Mustard,19.13,17.87,19.49,NPK 20-20-20
31.2,55.04,56.66,Sandy,Soybean,28.75,17.05,15.1,NPK 20-20-20
30.11,57.36,45.34,Loamy,Wheat,57.92,31.45,46.74,Compost
29.03,49.63,30.44,Clay,Maize,66.22,46.04,43.27,Compost
31.81,60.3,27.83,Silt,Potato,53.19,47.2,56.34,Compost
31.32,59.53,21.45,Silt,Vegetables,26.94,35.16,36.42,Urea
28.15,65.77,26.28,Alluvial,Potato,55.15,46.09,42.98,Compost
26.27,62.21,44.72,Alluvial,Soybean,82.51,50.04,48.63,Compost
34.67,64.49,33.59,Silt,Maize,43.22,36.95,43.21,Compost
31.59,55.4,42.43,Clay,Soybean,70.25,46.35,53.38,Compost
26.81,62.03,20.05,Loamy,Lentil,32.7,31.66,25.54,Urea
30.44,58.91,46.75,Loamy,Mustard,82.77,52.14,37.6,Compost
29.02,54.24,31.16,Clay,Lentil,44.08,44.77,47.74,Compost
25.97,48.2,33.43,Silt,Vegetables,47.06,54.06,37.22,Compost
33.69,70.26,56.07,Sandy,Soybean,27.76,8.41,21.48,MOP
36.28,61.85,42.14,Sandy,Chickpea,20.0,15.53,18.67,NPK 20-20-20
30.0,60.0,49.0,Loamy,Wheat,13.0,0.0,9.0,NPK 20-20-20
29.29,68.03,36.83,Silt,Maize,51.83,35.02,37.03,Compost
24.0,51.33,37.0,Loamy,Mustard,57.02,40.78,50.49,Compost
35.6,55.6,37.39,Clay,Wheat,46.54,23.51,57.35,Compost
27.25,47.45,50.64,Sandy,Mustard,6.16,7.51,12.08,NPK 20-20-20
28.24,58.79,53.23,Alluvial,Chickpea,68.89,54.83,63.43,Compost
24.97,61.91,25.58,Sandy,Maize,21.27,3.95,10.21,NPK 20-20-20
32.9,59.54,31.24,Loamy,Wheat,45.75,55.47,39.31,Compost
34.2,63.89,32.94,Sandy,Vegetables,28.79,18.72,19.91,NPK 20-20-20
27.04,59.34,47.73,Clay,Vegetables,73.68,52.1,45.55,Compost
30.77,55.56,33.91,Silt,Potato,35.82,46.42,43.56,Urea
33.1,47.93,13.07,Alluvial,Lentil,67.15,57.21,48.67,Compost
32.35,56.68,39.3,Loamy,Potato,78.23,34.32,55.89,Compost
30.45,57.71,56.83,Loamy,Chickpea,57.68,24.42,49.47,Compost
29.35,56.13,52.57,Clay,Maize,66.54,37.08,50.32,Compost
30.44,57.32,31.89,Alluvial,Wheat,65.92,51.03,60.41,Compost
28.01,51.14,30.22,Sandy,Chickpea,26.14,23.31,14.1,DAP
35.95,67.51,51.99,Sandy,Lentil,18.2,14.78,15.03,NPK 20-20-20
32.65,51.94,41.89,Clay,Mustard,75.08,53.21,63.36,Compost
26.96,55.75,75.01,Alluvial,Vegetables,58.47,45.51,38.18,Compost
28.79,58.88,37.7,Sandy,Rice,19.98,13.96,10.21,NPK 20-20-20
31.04,62.26,43.37,Alluvial,Vegetables,35.36,51.81,49.12,Urea
31.85,58.38,38.15,Sandy,Mustard,15.2,6.39,14.53,NPK 20-20-20
37.63,61.83,45.42,Clay,Chickpea,56.06,46.04,49.12,Compost
27.13,67.1,37.86,Silt,Vegetables,59.37,37.17,39.37,Compost
34.0,65.0,63.0,Red,Cotton,14.0,0.0,38.0,DAP
21.62,59.09,38.04,Loamy,Soybean,62.87,50.22,45.6,Compost
33.28,60.85,47.34,Loamy,Wheat,40.03,41.38,45.86,Compost
31.74,60.18,59.39,Clay,Potato,59.73,45.5,40.97,Compost
24.02,44.77,30.5,Silt,Maize,50.35,40.35,42.76,Compost
27.48,66.33,56.51,Clay,Soybean,49.59,33.32,44.16,Compost
29.28,62.02,42.83,Clay,Vegetables,50.61,50.58,50.85,Compost
34.7,64.46,70.02,Clay,Lentil,55.32,63.47,47.82,Compost
33.89,63.25,42.0,Loamy,Wheat,48.6,41.34,29.86,Compost
25.5,51.61,64.9,Clay,Vegetables,55.09,36.53,29.86,Compost
34.49,62.91,43.51,Alluvial,Maize,40.78,46.53,58.84,Compost
29.15,64.74,42.93,Alluvial,Wheat,83.64,34.97,61.7,Compost
35.09,64.31,39.11,Silt,Potato,54.37,56.4,34.06,Compost
30.05,63.39,56.54,Loamy,Vegetables,40.06,31.54,51.43,Compost
27.24,63.01,41.42,Sandy,Rice,16.94,11.54,18.86,NPK 20-20-20
25.11,62.08,51.56,Sandy,Maize,9.1,14.34,19.2,NPK 20-20-20
24.44,61.12,44.19,Sandy,Chickpea,28.22,7.38,27.72,MOP
31.95,57.22,68.01,Alluvial,Rice,75.9,43.26,51.72,Compost
36.28,62.61,28.98,Alluvial,Lentil,61.63,33.09,61.71,Compost
27.86,65.57,64.74,Loamy,Maize,52.61,51.02,43.4,Compost
26.56,63.36,38.51,Alluvial,Rice,53.38,52.32,41.94,Compost
31.72,54.85,48.54,Silt,Mustard,54.94,34.09,39.25,Compost
29.38,53.11,49.06,Alluvial,Soybean,50.75,49.64,45.92,Compost
22.24,58.0,37.74,Sandy,Rice,31.31,11.48,9.05,NPK 20-20-20
29.81,53.57,44.07,Sandy,Vegetables,15.78,11.47,4.63,NPK 20-20-20
28.16,56.97,53.96,Clay,Rice,67.35,48.54,48.0,Compost
32.15,58.27,33.51,Alluvial,Soybean,58.59,37.8,62.84,Compost
35.44,55.21,29.92,Silt,Maize,54.75,39.11,32.97,Compost
28.74,51.61,56.9,Loamy,Potato,42.27,40.45,24.16,Compost
28.86,54.03,34.53,Sandy,Chickpea,27.06,8.27,17.2,NPK 20-20-20
29.22,45.69,36.62,Silt,Lentil,46.08,24.08,32.81,Compost
31.41,53.98,49.93,Clay,Maize,53.86,50.01,51.93,Compost
26.67,65.85,24.35,Loamy,Rice,44.11,59.74,35.29,Compost
21.19,60.43,53.1,Alluvial,Lentil,82.71,33.39,68.03,Compost
25.73,53.57,39.74,Alluvial,Lentil,66.76,53.75,50.68,Compost
29.92,61.22,52.45,Silt,Wheat,49.05,40.47,37.51,Compost
30.78,60.81,54.74,Sandy,Mustard,37.29,13.0,18.84,NPK 20-20-20
27.38,67.21,50.54,Clay,Soybean,60.7,32.95,40.76,Compost
25.88,56.94,28.67,Clay,Mustard,63.38,44.81,45.09,Compost
29.65,56.47,32.22,Clay,Chickpea,64.44,40.75,37.24,Compost
31.82,51.12,30.35,Alluvial,Vegetables,54.12,55.94,62.83,Compost
28.41,56.82,47.4,Loamy,Lentil,57.5,50.16,45.48,Compost
30.45,65.49,55.33,Clay,Vegetables,73.7,30.31,39.79,Compost
31.46,59.51,49.74,Silt,Chickpea,59.35,36.37,27.01,Compost
28.04,54.64,45.01,Clay,Vegetables,76.25,56.01,43.49,Compost
30.93,60.73,36.91,Clay,Rice,61.41,20.35,40.39,Compost
31.91,60.26,34.52,Alluvial,Soybean,77.17,44.46,29.85,Compost
22.32,65.39,48.89,Silt,Vegetables,54.52,43.59,37.33,Compost
29.51,51.7,49.96,Loamy,Soybean,40.65,31.33,34.07,Compost
31.68,49.34,43.19,Loamy,Chickpea,67.58,28.66,43.62,Compost
31.67,58.5,31.87,Loamy,Vegetables,55.43,38.96,56.78,Compost
29.89,62.32,41.4,Sandy,Wheat,31.23,17.58,2.8,NPK 20-20-20
21.06,55.27,23.84,Clay,Soybean,52.44,51.72,53.77,Compost
32.76,72.44,44.5,Sandy,Mustard,28.27,10.33,5.3,NPK 20-20-20
30.12,57.85,43.31,Silt,Rice,55.39,49.54,27.02,Compost
33.49,56.82,26.71,Clay,Potato,71.98,47.62,55.15,Compost
29.9,62.92,42.51,Sandy,Mustard,29.38,14.77,14.93,NPK 20-20-20
33.69,66.37,49.75,Clay,Chickpea,69.12,49.95,50.26,Compost
33.75,65.06,60.52,Sandy,Wheat,11.86,10.46,12.63,NPK 20-20-20
31.28,60.24,24.93,Clay,Wheat,57.85,34.93,66.18,Compost
33.05,51.71,49.96,Clay,Vegetables,60.47,36.64,49.27,Compost
26.41,47.09,37.21,Alluvial,Maize,74.12,53.6,32.68,Compost
34.2,62.5,53.3,Silt,Wheat,60.55,48.43,41.82,Compost
34.47,55.54,38.26,Alluvial,Wheat,71.7,61.51,47.1,Compost
34.34,52.33,29.37,Sandy,Maize,20.32,14.21,16.28,NPK 20-20-20
30.21,58.02,27.73,Alluvial,Chickpea,68.07,51.07,57.53,Compost
34.1,63.52,56.0,Loamy,Wheat,81.07,48.84,48.47,Compost
29.31,56.0,47.65,Sandy,Lentil,37.2,13.43,13.18,NPK 20-20-20
29.16,65.16,28.15,Clay,Mustard,74.35,51.69,59.01,Compost
32.93,67.29,39.49,Silt,Chickpea,64.1,48.26,42.62,Compost
28.89,56.12,48.28,Alluvial,Potato,79.14,48.43,46.07,Compost
29.57,64.37,57.58,Sandy,Maize,20.52,17.95,14.8,NPK 20-20-20
25.72,55.35,39.27,Sandy,Potato,26.94,4.25,25.05,MOP
24.52,73.26,46.18,Loamy,Rice,48.35,42.95,35.15,Compost
31.32,63.44,36.96,Silt,Wheat,50.15,19.1,38.1,MOP
37.16,58.64,46.23,Sandy,Chickpea,13.32,10.12,15.08,NPK 20-20-20
28.8,59.64,42.02,Clay,Maize,66.79,33.36,54.97,Compost
32.8,63.29,29.4,Alluvial,Rice,68.57,51.09,57.23,Compost
33.79,63.24,45.77,Clay,Soybean,47.0,58.12,58.8,Compost
32.16,55.73,41.72,Sandy,Chickpea,23.69,22.76,18.47,DAP
42.49,52.62,36.33,Clay,Mustard,59.55,36.75,42.13,Compost
26.95,58.46,47.1,Clay,Potato,66.69,48.76,26.51,Compost
29.74,59.72,42.11,Sandy,Soybean,20.24,11.76,17.05,NPK 20-20-20
24.07,58.13,29.03,Loamy,Mustard,53.69,48.86,39.67,Compost
26.7,61.81,52.78,Silt,Maize,50.23,38.93,26.59,Compost
32.15,59.13,45.26,Silt,Soybean,35.35,42.16,48.19,Urea
32.6,72.11,55.03,Alluvial,Potato,56.11,51.62,57.27,Compost
30.09,56.89,37.83,Clay,Lentil,57.82,24.62,54.91,Compost
28.34,63.85,32.36,Alluvial,Rice,60.69,61.94,60.32,Compost
29.69,56.08,20.72,Loamy,Lentil,75.34,47.58,33.12,Compost
28.99,61.55,28.79,Clay,Potato,78.78,37.86,34.15,Compost
33.0,64.6,44.74,Clay,Mustard,75.38,66.53,42.86,Compost
27.38,66.26,43.94,Alluvial,Soybean,67.54,35.13,60.59,Compost
36.07,62.03,28.76,Clay,Vegetables,48.95,44.4,34.18,Compost
29.83,65.39,51.79,Sandy,Vegetables,20.31,14.07,24.01,MOP
26.85,60.8,47.77,Clay,Potato,66.16,51.32,49.84,Compost
27.79,65.88,40.63,Silt,Chickpea,54.64,46.15,53.88,Compost
33.71,61.76,68.2,Loamy,Lentil,54.93,29.1,48.05,Compost
22.38,57.16,27.1,Clay,Lentil,56.35,64.7,29.32,Compost
26.24,49.78,49.99,Silt,Rice,45.6,41.55,38.57,Compost
37.07,64.85,34.3,Loamy,Maize,51.72,27.4,44.76,Compost
34.03,59.38,23.39,Silt,Wheat,47.66,38.04,27.38,Compost
34.74,62.04,21.89,Alluvial,Maize,58.18,51.91,44.36,Compost
24.77,56.1,43.54,Clay,Vegetables,41.74,45.66,37.07,Compost
34.7,67.48,51.76,Clay,Lentil,69.11,52.17,44.13,Compost
26.33,38.16,27.95,Loamy,Vegetables,51.7,24.18,35.56,Compost
28.58,66.33,50.96,Clay,Rice,54.17,32.87,60.01,Compost
31.94,61.57,36.48,Loamy,Rice,48.47,46.14,37.98,Compost
30.31,56.37,29.01,Clay,Chickpea,63.97,39.48,43.99,Compost
31.08,55.1,26.42,Alluvial,Vegetables,73.21,45.82,42.48,Compost
27.03,58.1,34.95,Alluvial,Potato,81.38,40.42,34.67,Compost
29.52,49.92,50.2,Alluvial,Lentil,51.12,56.52,47.31,Compost
35.3,74.35,60.94,Clay,Soybean,61.33,38.19,39.31,Compost
24.76,67.66,36.2,Alluvial,Maize,63.51,50.45,51.05,Compost
30.37,47.79,38.39,Sandy,Soybean,23.88,11.8,17.32,NPK 20-20-20
26.36,64.17,45.13,Loamy,Vegetables,65.85,44.44,38.23,Compost
33.0,64.0,31.0,Red,Ground Nuts,13.0,0.0,39.0,DAP
28.11,71.54,37.57,Loamy,Potato,38.73,46.55,19.32,DAP
33.34,53.6,13.64,Loamy,Chickpea,38.64,49.0,38.31,Urea
28.62,52.18,62.1,Loamy,Soybean,51.55,48.03,33.07,Compost
32.76,60.89,27.43,Sandy,Potato,30.64,18.25,17.04,NPK 20-20-20
29.0,58.0,55.0,Loamy,Sugarcane,8.0,8.0,33.0,DAP
29.35,62.48,66.13,Clay,Maize,60.47,49.85,53.02,Compost
26.77,46.78,51.14,Loamy,Rice,48.61,47.77,34.05,Compost
27.0,53.27,50.72,Clay,Potato,73.08,39.18,67.95,Compost
29.17,54.39,34.92,Loamy,Lentil,57.73,52.99,54.36,Compost
29.05,63.39,30.87,Sandy,Soybean,14.43,15.23,20.12,MOP
33.54,60.95,42.79,Clay,Soybean,54.93,36.71,45.17,Compost
27.22,59.31,59.88,Alluvial,Maize,60.64,41.29,62.84,Compost
37.07,59.38,8.87,Silt,Potato,41.56,38.41,31.34,Compost
34.2,59.9,41.44,Sandy,Lentil,20.09,17.28,21.83,MOP
32.88,59.1,35.34,Clay,Rice,44.05,51.22,41.49,Compost
31.49,58.24,38.49,Clay,Mustard,49.05,49.99,41.05,Compost
33.03,52.55,46.85,Sandy,Soybean,12.94,7.85,19.52,NPK 20-20-20
30.25,61.44,47.79,Sandy,Potato,26.45,19.41,11.68,NPK 20-20-20
